Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
abele,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abend,9,6,0,0,0.18,1.0000,0.07,0.8451,Noun,6,0.67,Noun.Name,6.3
aberdeen,17,12,0,0,0.33,1.2553,0.14,1.1139,Name,17,1.00,Name,17
abernethy,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
aberrant,15,13,15,13,0.29,1.2041,0.15,1.1461,Adjective,12,0.80,Adjective.Noun,12.3
aberration,28,26,28,26,0.55,1.4624,0.31,1.4314,Noun,28,1.00,Noun,28
aberrations,8,8,8,8,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
abet,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
abetted,8,8,8,8,0.16,0.9542,0.10,0.9542,Verb,8,1.00,Verb,8
abetting,26,25,25,24,0.51,1.4314,0.30,1.4150,Verb,26,0.96,Verb.Name,26.1
abettor,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abeyance,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
abhor,12,12,12,12,0.24,1.1139,0.14,1.1139,Verb,12,1.00,Verb,12
abhorred,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,7,1.00,Verb,7
abhorrent,9,9,9,9,0.18,1.0000,0.11,1.0000,Adjective,9,1.00,Adjective,9
abhors,4,3,4,3,0.08,0.6990,0.04,0.6021,Verb,4,1.00,Verb,4
abide,138,124,133,120,2.71,2.1430,1.48,2.0969,Verb,138,1.00,Verb,138
abided,3,2,3,2,0.06,0.6021,0.02,0.4771,Verb,3,1.00,Verb,3
abiders,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abides,4,3,4,3,0.08,0.6990,0.04,0.6021,Verb,4,1.00,Verb,4
abiding,25,24,24,23,0.49,1.4150,0.29,1.3979,Adjective,17,0.68,Adjective.Verb,17.8
abigail,154,43,0,0,3.02,2.1903,0.51,1.6435,Name,88,0.58,Name.Verb.Noun,88.51.14
abilene,68,30,0,0,1.33,1.8388,0.36,1.4914,Name,60,0.88,Name.Noun,60.8
abilities,312,209,306,208,6.12,2.4955,2.49,2.3222,Noun,308,1.00,Noun,308
ability,980,679,974,673,19.22,2.9917,8.09,2.8325,Noun,975,1.00,Noun,975
abiogenist,3,1,0,0,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
abit,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abject,20,20,17,17,0.39,1.3222,0.24,1.3222,Adjective,20,1.00,Adjective,20
abjectly,3,3,3,3,0.06,0.6021,0.04,0.6021,Adverb,3,1.00,Adverb,3
abjure,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
ablate,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
ablated,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
ablation,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ablaze,21,19,20,18,0.41,1.3424,0.23,1.3010,Adjective,21,1.00,Adjective,21
able,8155,4285,8048,4258,159.90,3.9115,51.08,3.6321,Adjective,8148,1.00,Adjective,8148
abler,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
ablest,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,3,1.00,Adjective,3
abloom,3,1,3,1,0.06,0.6021,0.01,0.3010,Verb,2,0.67,Verb.Noun,2.1
ablution,3,2,2,1,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
ablutions,4,3,4,3,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
ably,9,9,9,9,0.18,1.0000,0.11,1.0000,Adverb,9,1.00,Adverb,9
abner,172,16,0,0,3.37,2.2380,0.19,1.2304,Name,97,0.58,Name.Noun,97.70
abnormal,148,128,133,115,2.90,2.1732,1.53,2.1106,Adjective,147,1.00,Adjective,147
abnormalities,25,23,24,22,0.49,1.4150,0.27,1.3802,Noun,25,1.00,Noun,25
abnormality,26,20,26,20,0.51,1.4314,0.24,1.3222,Noun,26,1.00,Noun,26
abnormally,20,19,18,18,0.39,1.3222,0.23,1.3010,Adverb,20,1.00,Adverb,20
abnormity,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abo,6,6,5,5,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
aboard,1358,709,1335,706,26.63,3.1332,8.45,2.8513,Adverb,1006,0.75,Adverb.Preposition,1006.342
abode,33,31,33,31,0.65,1.5315,0.37,1.5051,Noun,33,1.00,Noun,33
abogado,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
abolish,24,21,23,20,0.47,1.3979,0.25,1.3424,Verb,24,1.00,Verb,24
abolished,20,18,19,17,0.39,1.3222,0.21,1.2788,Verb,20,1.00,Verb,20
abolishes,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abolishing,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
abolition,10,8,10,8,0.20,1.0414,0.10,0.9542,Noun,10,1.00,Noun,10
abolitionism,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abolitionist,11,7,11,7,0.22,1.0792,0.08,0.9031,Noun,10,1.00,Noun,10
abolitionists,13,4,12,4,0.25,1.1461,0.05,0.6990,Noun,13,1.00,Noun,13
abomasum,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abominable,32,25,25,20,0.63,1.5185,0.30,1.4150,Adjective,32,1.00,Adjective,32
abominably,8,8,7,7,0.16,0.9542,0.10,0.9542,Adverb,8,1.00,Adverb,8
abominate,3,2,3,2,0.06,0.6021,0.02,0.4771,Verb,1,0.33,Verb.Noun.Adjective,1.1.1
abomination,58,47,53,46,1.14,1.7709,0.56,1.6812,Noun,58,1.00,Noun,58
abominations,7,7,7,7,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
aboriginal,9,9,8,8,0.18,1.0000,0.11,1.0000,Adjective,9,1.00,Adjective,9
aboriginally,1,1,0,0,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
aboriginals,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
aborigine,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,3,0.75,Noun.Verb,3.1
aborigines,9,8,5,4,0.18,1.0000,0.10,0.9542,Noun,8,0.89,Noun.Name,8.1
aborning,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abort,235,118,117,81,4.61,2.3729,1.41,2.0755,Verb,234,1.00,Verb,234
aborted,32,29,31,28,0.63,1.5185,0.35,1.4771,Verb,23,0.72,Verb.Adjective.Name,23.8.1
aborting,13,11,10,9,0.25,1.1461,0.13,1.0792,Verb,13,1.00,Verb,13
abortion,369,155,354,149,7.24,2.5682,1.85,2.1931,Noun,370,1.00,Noun,370
abortionist,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
abortionists,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abortions,35,28,34,27,0.69,1.5563,0.33,1.4624,Noun,35,1.00,Noun,35
abortive,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
abortively,1,1,0,0,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
aborts,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abound,18,16,18,16,0.35,1.2788,0.19,1.2304,Verb,18,1.00,Verb,18
abounded,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
abounding,4,3,4,3,0.08,0.6990,0.04,0.6021,Verb,4,1.00,Verb,4
abounds,10,10,10,10,0.20,1.0414,0.12,1.0414,Verb,10,1.00,Verb,10
about,185206,8321,179962,8313,3631.49,5.2677,99.20,3.9202,Preposition,164260,0.89,Preposition.Adverb.Noun,164260.20769.13
abouts,8,8,8,8,0.16,0.9542,0.10,0.9542,Adverb,8,1.00,Adverb,8
above,2493,1778,2350,1703,48.88,3.3969,21.20,3.2502,Preposition,1770,0.71,Preposition.Adverb.Adjective,1770.608.110
aboveboard,14,13,14,13,0.27,1.1761,0.15,1.1461,Noun,14,1.00,Noun,14
aboveground,7,7,6,6,0.14,0.9031,0.08,0.9031,Adjective,7,1.00,Adjective,7
abovementioned,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
abracadabra,53,26,10,8,1.04,1.7324,0.31,1.4314,Noun,44,0.83,Noun.Name,44.9
abrade,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abraded,5,5,4,4,0.10,0.7782,0.06,0.7782,Verb,3,0.60,Verb.Name.Adjective,3.1.1
abraham,264,140,3,1,5.18,2.4232,1.67,2.1492,Name,261,0.99,Name.Noun,261.3
abraid,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abrasion,18,15,15,13,0.35,1.2788,0.18,1.2041,Noun,18,1.00,Noun,18
abrasions,56,50,52,47,1.10,1.7559,0.60,1.7076,Noun,56,1.00,Noun,56
abrasive,23,22,21,20,0.45,1.3802,0.26,1.3617,Adjective,23,1.00,Adjective,23
abrasiveness,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
abrasives,4,1,4,1,0.08,0.6990,0.01,0.3010,Verb,2,0.50,Verb.Noun,2.2
abraxas,29,3,0,0,0.57,1.4771,0.04,0.6021,Name,15,0.52,Name.Noun,15.14
abreaction,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abreast,26,25,26,25,0.51,1.4314,0.30,1.4150,Adjective,26,1.00,Adjective,26
abridge,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abridged,9,6,7,5,0.18,1.0000,0.07,0.8451,Adjective,5,0.56,Adjective.Verb.Name,5.3.1
abridgement,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abridging,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
abroad,250,203,248,201,4.90,2.3997,2.42,2.3096,Adverb,250,1.00,Adverb,250
abrogate,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abrogated,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
abrogating,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abrupt,58,56,56,54,1.14,1.7709,0.67,1.7559,Adjective,58,1.00,Adjective,58
abruption,6,5,5,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
abruptly,45,43,44,42,0.88,1.6628,0.51,1.6435,Adverb,45,1.00,Adverb,45
abruptness,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
abs,54,44,36,31,1.06,1.7404,0.52,1.6532,Adjective,54,1.00,Adjective,54
abscam,3,2,0,0,0.06,0.6021,0.02,0.4771,Name,2,0.67,Name.Noun,2.1
abscess,25,21,23,20,0.49,1.4150,0.25,1.3424,Noun,25,1.00,Noun,25
abscessed,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Adjective,2.1
abscesses,7,6,6,5,0.14,0.9031,0.07,0.8451,Noun,7,1.00,Noun,7
abscond,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,4,0.80,Verb.Noun,4.1
absconded,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
absconder,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
absconders,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Noun,1.1
absconding,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Noun,2.1
abseiling,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
absence,322,285,314,281,6.31,2.5092,3.40,2.4564,Noun,321,1.00,Noun,321
absences,14,12,14,12,0.27,1.1761,0.14,1.1139,Noun,14,1.00,Noun,14
absent,131,111,117,100,2.57,2.1206,1.32,2.0492,Adjective,110,0.84,Adjective.Verb,110.21
absentee,18,18,18,18,0.35,1.2788,0.21,1.2788,Noun,18,1.00,Noun,18
absenteeism,5,5,5,5,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
absentees,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
absentia,9,8,9,8,0.18,1.0000,0.10,0.9542,Adverb,9,1.00,Adverb,9
absenting,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
absentminded,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3,1.00,Adjective,3
absentmindedness,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
absinthe,28,15,16,9,0.55,1.4624,0.18,1.2041,Verb,15,0.56,Verb.Noun,15.12
absinthes,3,1,3,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
absinthium,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
absit,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
absolute,577,491,529,459,11.31,2.7619,5.85,2.6920,Adjective,578,1.00,Adjective,578
absolutely,5769,3291,3032,2053,113.12,3.7612,39.23,3.5175,Adverb,5756,1.00,Adverb.Noun,5756.1
absoluteness,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
absolutes,21,16,20,15,0.41,1.3424,0.19,1.2304,Noun,22,1.00,Noun,22
absolution,48,43,47,43,0.94,1.6902,0.51,1.6435,Noun,48,1.00,Noun,48
absolutions,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
absolve,29,25,27,24,0.57,1.4771,0.30,1.4150,Verb,29,1.00,Verb,29
absolved,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15,1.00,Verb,15
absolver,4,1,0,0,0.08,0.6990,0.01,0.3010,Noun,4,1.00,Noun,4
absolves,4,3,4,3,0.08,0.6990,0.04,0.6021,Verb,4,1.00,Verb,4
absolving,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
absorb,101,92,99,91,1.98,2.0086,1.10,1.9685,Verb,102,1.00,Verb,102
absorbed,78,71,74,67,1.53,1.8976,0.85,1.8573,Verb,75,0.96,Verb.Adjective,75.3
absorbent,8,8,7,7,0.16,0.9542,0.10,0.9542,Adjective,7,0.88,Adjective.Noun,7.1
absorber,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
absorbers,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
absorbing,23,21,21,19,0.45,1.3802,0.25,1.3424,Verb,17,0.74,Verb.Adjective,17.6
absorbs,25,25,24,24,0.49,1.4150,0.30,1.4150,Verb,25,1.00,Verb,25
absorbtion,3,1,1,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
absorption,18,17,16,15,0.35,1.2788,0.20,1.2553,Noun,18,1.00,Noun,18
absorptions,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abstain,26,19,18,17,0.51,1.4314,0.23,1.3010,Verb,26,1.00,Verb,26
abstained,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
abstainers,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abstaining,8,8,7,7,0.16,0.9542,0.10,0.9542,Verb,8,1.00,Verb,8
abstains,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
abstention,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
abstentions,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abstinence,45,28,34,25,0.88,1.6628,0.33,1.4624,Noun,45,1.00,Noun,45
abstinent,3,2,2,2,0.06,0.6021,0.02,0.4771,Noun,2,0.67,Noun.Adjective,2.1
abstract,111,82,104,79,2.18,2.0492,0.98,1.9191,Adjective,101,0.90,Adjective.Verb.Noun,101.7.4
abstracted,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,2,0.67,Adjective.Verb,2.1
abstracting,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abstraction,15,11,13,11,0.29,1.2041,0.13,1.0792,Noun,15,1.00,Noun,15
abstractionist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abstractions,5,4,5,4,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
abstractly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
abstracts,7,7,5,5,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
abstruse,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
absurd,495,397,467,378,9.71,2.6955,4.73,2.5999,Adjective,494,1.00,Adjective,494
absurdist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
absurdities,6,6,6,6,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
absurdity,32,31,32,31,0.63,1.5185,0.37,1.5051,Noun,32,1.00,Noun,32
absurdly,15,15,13,13,0.29,1.2041,0.18,1.2041,Adverb,15,1.00,Adverb,15
abt,11,5,7,3,0.22,1.0792,0.06,0.7782,Noun,5,0.45,Noun.Verb.Name,5.4.2
abu,131,29,0,0,2.57,2.1206,0.35,1.4771,Name,131,1.00,Name,131
abulia,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abundance,45,41,45,41,0.88,1.6628,0.49,1.6232,Noun,45,1.00,Noun,45
abundant,29,26,28,25,0.57,1.4771,0.31,1.4314,Adjective,29,1.00,Adjective,29
abundantly,21,21,21,21,0.41,1.3424,0.25,1.3424,Adverb,21,1.00,Adverb,21
abuse,523,409,503,396,10.25,2.7193,4.88,2.6128,Noun,404,0.77,Noun.Verb.Name,404.118.1
abused,231,184,226,181,4.53,2.3655,2.19,2.2672,Verb,204,0.88,Verb.Adjective,204.27
abuser,16,16,16,16,0.31,1.2304,0.19,1.2304,Noun,16,1.00,Noun,16
abusers,11,10,11,10,0.22,1.0792,0.12,1.0414,Noun,11,1.00,Noun,11
abuses,25,23,21,21,0.49,1.4150,0.27,1.3802,Noun,14,0.56,Noun.Verb,14.11
abusing,61,55,61,55,1.20,1.7924,0.66,1.7482,Verb,59,0.97,Verb.Adjective,59.2
abusive,83,81,81,79,1.63,1.9243,0.97,1.9138,Adjective,83,1.00,Adjective,83
abusiveness,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abut,6,5,6,5,0.12,0.8451,0.06,0.7782,Verb,6,1.00,Verb,6
abutment,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
abutments,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abuts,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
abutting,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
abuzz,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1,1.00,Noun,1
abysmal,21,18,20,18,0.41,1.3424,0.21,1.2788,Adjective,21,1.00,Adjective,21
abysmally,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
abyss,90,67,77,62,1.76,1.9590,0.80,1.8325,Noun,91,1.00,Noun,91
abyssal,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
abysses,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
abyssinia,8,5,0,0,0.16,0.9542,0.06,0.7782,Name,8,1.00,Name,8
abyssinian,9,7,3,1,0.18,1.0000,0.08,0.9031,Adjective,9,1.00,Adjective,9
abyssus,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
ac,110,88,6,5,2.16,2.0453,1.05,1.9494,Noun,73,1.00,Noun,73
acacia,8,7,4,3,0.16,0.9542,0.08,0.9031,Noun,5,0.63,Noun.Name,5.3
academe,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
academes,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
academia,12,12,10,10,0.24,1.1139,0.14,1.1139,Noun,12,1.00,Noun,12
academic,238,181,215,172,4.67,2.3784,2.16,2.2601,Adjective,235,0.99,Adjective.Noun,235.2
academically,11,10,9,8,0.22,1.0792,0.12,1.0414,Adverb,11,1.00,Adverb,11
academician,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
academics,35,31,33,30,0.69,1.5563,0.37,1.5051,Noun,34,1.00,Noun,34
academies,7,7,7,7,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
academy,633,345,284,156,12.41,2.8021,4.11,2.5391,Noun,633,1.00,Noun,633
acadia,3,3,0,0,0.06,0.6021,0.04,0.6021,Name,3,1.00,Name,3
acanthus,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
acapulco,82,56,0,0,1.61,1.9191,0.67,1.7559,Name,69,0.84,Name.Noun,69.13
acc,8,8,4,4,0.16,0.9542,0.10,0.9542,Noun,4,0.50,Noun.Name,4.4
accademia,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
accadian,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
accede,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,7,1.00,Verb,7
acceded,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
accelerant,28,13,25,13,0.55,1.4624,0.15,1.1461,Noun,28,1.00,Noun,28
accelerate,65,53,55,45,1.27,1.8195,0.63,1.7324,Verb,65,1.00,Verb,65
accelerated,49,42,43,38,0.96,1.6990,0.50,1.6335,Adjective,32,0.65,Adjective.Verb,32.17
accelerates,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
accelerating,45,38,38,34,0.88,1.6628,0.45,1.5911,Verb,32,0.71,Verb.Adjective,32.13
acceleration,44,37,38,33,0.86,1.6532,0.44,1.5798,Noun,44,1.00,Noun,44
accelerator,69,47,66,45,1.35,1.8451,0.56,1.6812,Noun,69,1.00,Noun,69
accelerators,4,3,3,2,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
accent,621,447,595,438,12.18,2.7938,5.33,2.6513,Noun,609,0.98,Noun.Verb,609.12
accented,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
accents,58,56,57,55,1.14,1.7709,0.67,1.7559,Noun,58,1.00,Noun,58
accentuate,18,12,15,10,0.35,1.2788,0.14,1.1139,Verb,18,1.00,Verb,18
accentuated,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
accentuates,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
accentuating,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
accept,2692,1861,2598,1820,52.78,3.4302,22.19,3.2700,Verb,2692,1.00,Verb.Noun,2692.1
acceptable,269,243,256,235,5.27,2.4314,2.90,2.3874,Adjective,269,1.00,Adjective,269
acceptance,161,140,150,134,3.16,2.2095,1.67,2.1492,Noun,162,1.00,Noun,162
acceptances,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
acceptant,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
accepted,801,658,780,645,15.71,2.9042,7.84,2.8189,Verb,725,0.91,Verb.Adjective,725.76
accepting,206,195,182,174,4.04,2.3160,2.32,2.2923,Verb,206,1.00,Verb,206
accepts,106,97,106,97,2.08,2.0294,1.16,1.9912,Verb,105,0.99,Verb.Noun,105.1
access,1615,923,1483,879,31.67,3.2084,11.00,2.9657,Noun,1318,0.82,Noun.Verb,1318.283
accessed,78,62,75,61,1.53,1.8976,0.74,1.7993,Verb,78,1.00,Verb,78
accesses,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
accessibility,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
accessible,56,50,56,50,1.10,1.7559,0.60,1.7076,Adjective,56,1.00,Adjective,56
accessing,53,47,40,36,1.04,1.7324,0.56,1.6812,Verb,48,0.91,Verb.Noun,48.5
accession,6,3,6,3,0.12,0.8451,0.04,0.6021,Noun,6,1.00,Noun,6
accessories,76,71,68,63,1.49,1.8865,0.85,1.8573,Noun,76,1.00,Noun,76
accessorise,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,2,1.00,Verb,2
accessorize,18,18,17,17,0.35,1.2788,0.21,1.2788,Verb,18,1.00,Verb,18
accessorized,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
